movie,sentence,score
용의자X,"이렇게 가슴찡한 영화였다니...사랑의 연결고리가 하필 &amp;#39;살인&amp;#39;이라는것이 가슴아프고,마지막 편지로 남주의 순전하고 진실한 사랑을 알게된 순간 감동이 더해졌다.출소한뒤의 이야기를 더해 해피엔딩으로 마무리 되었다면 여운이 반감되었을까? 수학의 세상에서만 살던 천재수학자의 행복한 모습까지 그려졌다면 후련했을듯하다.",10
올빼미,와우 기대없이 봤다가 넘 무서웠어요 잼있네요,10
올빼미,와우 기대없이 봤다가 넘 무서웠어요 잼있네요,10
올빼미,와우 기대없이 봤다가 넘 무서웠어요 잼있네요,10
탄생,"아픈 역사, 안타까운 역사.",10
탄생,"아픈 역사, 안타까운 역사.",10
탄생,"아픈 역사, 안타까운 역사.",10
탄생,"아픈 역사, 안타까운 역사.",10
고속도로 가족,흠...무슨....,1
고속도로 가족,흠...무슨....,1
헤어질 결심,엔딩 크레딧 올라가며 안개가 울려퍼지는 바다에서 무너지고 깨어진 날 발견... 최고의 로맨스 영화네요.,10
나는 나를 해고하지 않는다,오정세님 연기가 좋았고 스토리가 어떻게 보면 단순한데 마음이 요동치네요,10
82년생 김지영,메갈웜퇘지들의 자위작.,1
유포자들,ost만 좋고와 이정도로 영화 만들 수 있나 싶었다,2
유포자들,ost만 좋고와 이정도로 영화 만들 수 있나 싶었다,2
압꾸정,액션을 뺀 마동석은 아직 시기상조,4
블랙 팬서: 와칸다 포에버,매우재밌음 기대했던거보다 이상임,10
블랙 팬서: 와칸다 포에버,매우재밌음 기대했던거보다 이상임,10
올빼미,긴장감잇고 유해진 왕 연기가 생각보다 엄청 잘 어울려서 몰입감 잇게 봣습니다. 마지막에 좀 흐지부지 마무리하는 느낌이 조금 아쉬웟고 전체적으로 스토리가 탄탄해서 아주 재밋게봣습니다. ,9
탄생,"개인적으론 편집이 좀 아쉬운 감이 있었지만, 재미도 의미도 충분했던 영화. 종교 영화 아니고 역사 영화이자 휴먼 드라마.",9
원피스 필름 레드,샹크스 전투씬 보러 갔더니 노래만 듣다온 기분. 심지어 초반부 노래들 너무 별로였다.,2
원피스 필름 레드,샹크스 전투씬 보러 갔더니 노래만 듣다온 기분. 심지어 초반부 노래들 너무 별로였다.,2
블랙 팬서: 와칸다 포에버,나만 보는 내내 소름돋으면서 봤나 …? 저는 마블 역대급 대작이라고 생각합니다 ,10
엔시티 드림 더 무비 : 인 어 드림,지성아안녕나는다연이야,10
엔시티 드림 더 무비 : 인 어 드림,지성아안녕나는다연이야,10
탄생,"댕기머리 하고 세례를 받는 윤시윤 배우의 얼굴이 너무도 말갛고 깨끗해서, 신부님으로 간택받은 이유가 한방에 납득되었음. 천주교 신자가 아니라도, 만 23년 살다 간 청년 김대건의 순수한 개척정신과 열정, 당대의 엘리트로서의 면모, 19세기 중반 조선을 둘러싼 정세 등을 두루 생각해볼 수 있어 의미있는 작품. 시종일관 객관적인 나열식이라 좀 지루할 수 있는데, 마지막에 이르러서는 큰 여운을 준다. ",9
올빼미,최근 본 영화중 제일 최고였어요 ,10
올빼미,최근 본 영화중 제일 최고였어요 ,10
올빼미,최근 본 영화중 제일 최고였어요 ,10
간첩,"사상도 자본주의 국가에선 얄짤없음ㅋㅋㅋㅋ일단 돈이 있어야 뭐든 가능 우연히 EBS에서 보게 되었는데,,참 흥미롭게 잘 봤다. 지극히 현실적인 간첩이야기를 재미있게 풀었다고 본다. &amp;#39;은밀하게 위대하게&amp;#39;를 한참 먼저 봤었는데 &amp;#39;간첩&amp;#39;이 1년 먼저 나온영화이다. 우민호 감독이 각본도 쓴 영화이고 이 이후에 개봉된 영화들이 대박!!!!내부자들,마약왕,남산의부장들!!!! 전반적인 정치 사회문제를 영화에 담는 맘에 드는 참 영화인이다. 앞으로도 기대된다",10
압꾸정,재미도없고 감동도 없고..,1
탄생,"헌종 시절 천주교 박해 및 우리나라 역사를 공부할 수 있었습니다. 김대건 신부님의 영민함을 알 수 있게 된 계기였네요. 다만 좋은 배우, 좋은 소재로도 매끄럽지 못한 연출이 아쉬웠습니다.",9
리멤버,조금 억지 스러운 면이 있음. 감동을 주기에도 뭔가 좀 어색하고 부족함. 연기는 잘하시고 그냥저냥 볼만함.,7
에브리씽 에브리웨어 올 앳 원스,연출이랑 기법 하나는 화려했습니다. 솔직히 스토리는 잘 모르겠네요 난해합니다,7
원피스 필름 레드,노래는 감안하고 갔는데 춤은 진짜 깻음,7
올빼미,오랜만에 웰메이드 사극,8
동감,로맨스에 환장하는 사람인데... 영화관가서 단 한번도 존 적도 없는데... 중간에 보다가 잠들었어요 대리설렘을 기대했지만 설렘포인트도 없고 영화 개봉한다는 소리 듣고 엄청나게 기대했는데 실망했습니당..ㅜ,2
명탐정 코난: 할로윈의 신부,??????????????????????,10
엔시티 드림 더 무비 : 인 어 드림,너무 아름다운 이야기였어요…,10
엔시티 드림 더 무비 : 인 어 드림,너무 아름다운 이야기였어요…,10
그녀가 말했다,역사적인 순간을 담은 실화 영화. 브래드 피트가 제작 참여했네요.,9
보일링 포인트,다큐임 이거 .. 주방에 일한 경험이 있다면 PTSD 오는 영화;,8
올빼미,몰입감 쵝오…. 스릴 ㄷ ㄷ,10
올빼미,꿀잼이에요!추천합니ㅣ다,10
올빼미,꿀잼이에요!추천합니ㅣ다,10
올빼미,"류준열의 눈빛이 살아나는 연기유해진의 리얼한 모습 덕분에 엄청나게 몰입해서 봤어요!!유해진이 조금 재밌게 나올 줄 알았는데 전혀! 그렇지 않아서 다시한번 유해진 배우님께 감동했고, 류준열의 목소리도 점점 매력적으로 깊어진듯 느껴지네요다소 잔인한 모습들이 나와서 조금 놀랬지만, 끝까지 긴장감을 놓치지 않고 보았던 오랜만에 근사하고 짜릿한 영화였던거 같아요!액션,호러,추리 이런거 없이 정말 깊게 빠져든 영화는 오랜만인거 같아요",10
올빼미,"류준열의 눈빛이 살아나는 연기유해진의 리얼한 모습 덕분에 엄청나게 몰입해서 봤어요!!유해진이 조금 재밌게 나올 줄 알았는데 전혀! 그렇지 않아서 다시한번 유해진 배우님께 감동했고, 류준열의 목소리도 점점 매력적으로 깊어진듯 느껴지네요다소 잔인한 모습들이 나와서 조금 놀랬지만, 끝까지 긴장감을 놓치지 않고 보았던 오랜만에 근사하고 짜릿한 영화였던거 같아요!액션,호러,추리 이런거 없이 정말 깊게 빠져든 영화는 오랜만인거 같아요",10
시월애,그 시절의 마음이 지금까지 이어지네요,10
시월애,그 시절의 마음이 지금까지 이어지네요,10
올빼미,와 진짜… 오랜만에 재밌는 한국영화 봤어요ㅠㅠㅠ 일단 출연진들 연기력이 전부 너무 좋았고 사극이라 지루할것같았는데 끝날때까지 숨참고 봤어요ㅠㅠㅠ,10
태양의 눈물,반정부군은 들어라. 대원들은 잘못이 없다. 여의사만 쏘면 임무 완료다,8
동감,보는 내내 오글오글 돈 아끼세요ㅔ,2
올빼미,"사극영화를 광 해 이후로 정말 재미있게 본 영화. 적절한 긴장감과 연출, 스토리, 연기가 너무 좋았다!",9
압꾸정,가볍게 즐기기 너무 좋았어요 믿고보는 마동석배우 연기도 좋았구요,10
트리트 미 라이크 파이어,멋있지도 않고 무례한 도박쟁이 남성에게 끌린다니. 당최 이해가 안가네 짜증만 계속 났음. ,4
엔시티 드림 더 무비 : 인 어 드림,평소에 밝기만 한 모습을 보여주는 아이돌이 서로 격려하고 속마음도 털어내고 팬들의 니즈를 잘 생각해가면서 만든 콘서트와 영화를 보니 더욱 값지게 느껴짐ㅠㅠ 감동 포인트도 중간에 많고 가끔 티키타카 하는 모습도 보여서 웃기도 하고 울기도함! 노래도 좋아서 힐링되고 좋은 시간이였음,10
블랙 팬서: 와칸다 포에버,그냥 볼만함,7
빌리어네어 보이즈클럽,이거 울프 스트릿이나 뭐 워독 그런 까라 기대하고 보면 안됨 ㅋㅋ걍 짬뽕 미드 밑 단계 수준 ㅋㅋ 깋을 잃어버리고 짬뽕 클리셰 ㅋㅋㅋㅋ ,2
본즈 앤 올,탁월하며 기묘한 비유,7
탄생,무교는 안보는걸 추천합니다..보다가 나왔어요.. ,1
올빼미,"긴장을 살리는 좋은연출, 아쉬운 후반",6
안토니아스 라인,95년에 만들어진 영화라는게 믿기지 않네요.,10
카센타,과장되지 않은 실화 그 자체.소소하게 풀어 재밌었다,9
올빼미,보지 못하는 자가 가장 올바르게 보는....,10
본즈 앤 올,핏빛으로 하나되는 사랑,7
올빼미,무섭고 감당하기 힘들다해도 눈을 더 크게 뜨고 바라보는 사람들에게 보내는 우울한 찬가.,7
원피스 필름 레드,꼭 씹덕 친구랑 가세요ㅋㅋㅋㅋ 머글들은 절대 감당 못함~ 개인적으로 전 재밌게 봤습니다!! 기대 많이 하고 갔는데 기대 이상이었어요! 다만 노래 비중이 크다는 건 알고 가시는 걸 추천드립니다~,10
올빼미,(8.5 평점) 픽션이란 전제를 달았지만  영화를 본 많은  사람들에겐  영화내용대로  역사가 기억된다.  가능한한 사실대로 영화를 만들어주면  더 좋겠다. 이순신 영화처럼.   우리나라 역사가  워낙  격변해서 사실대로 만들어도 무지 재미있다 ,9
압꾸정,압도적으로 꾸정,3
올빼미,세상에 너무 재미있게 봤어요. 특히 세자 역을 연기한 배우가 연기를 너무 잘 하더군요...!!! 진짜 너무 재미있게 봤흡니당 ㅠㅠ,10
탄생,보통 종교 영화와 다르게 대형 스케일이면서 사극 영화를 제작한 시도는 매우 좋음 동양의 시점으로 아편 전쟁을 보여주는 것과 여행가인 김대건의 항해 장면은 신박했음.하지만 김대건의 인생을 다 보여줄려고 하니 러닝타임이 너무 길어지고 가끔 개연성이 떨어짐.,7
결혼은 미친 짓이다,"둘 다 이해된다. 볼 때마다 다른 느낌, 좋은 스토리다.",10
올빼미,역사 영화 안 좋아하는 분들도 재밌게 볼 듯초반엔 살짝 루즈하다고 느낄 수 있는데순식간에 몰입하게 만들어버림오랜만에 영화다운 영화본 듯,10
본즈 앤 올,잔인하지만 로맨스 영화 성격이 강함.,7
올빼미,진짜 몰입도 최고,10
올빼미,진짜 몰입도 최고,10
리멤버,남주혁연기최악...흐름다깸,2
리멤버,남주혁연기최악...흐름다깸,2
데시벨,함장 화나서 나가더니 잠수함 밖으로 갔니?ㅋㅋ,4
올빼미,대박입니다. 많은 사람들이 봤으면 좋겠어요.,10
"오늘 밤, 세계에서 이 사랑이 사라진다 해도",너무 재미있었고 다시 보고 싶습니다,10
"오늘 밤, 세계에서 이 사랑이 사라진다 해도",너무 재미있었고 다시 보고 싶습니다,10
한산: 용의 출현,시청료  돌려 주셔요정중히 부탁  드릴게요ㅠㅠ,2
한산: 용의 출현,시청료  돌려 주셔요정중히 부탁  드릴게요ㅠㅠ,2
올빼미,참신한 스토리와 연출 그리고 연기의 완성도가 높은 이런 영화가 잘 되어야 한다고 생각합니다 모처럼 사극 재밌게 봤습니다 추천합니다!,10
올빼미,"너무너무너무 좋더라구요류준열씨 부드러운 연기, 김성철씨 탄탄한 연기 유해진씨 생각 뛰어넘는 연기 하아. 두시간 순삭였어요!!! ",10
강철비,화려하게 치장된 공상,5
올빼미,끝으로 갈수록 개연성이 없어지긴 하지만 명배우들이 멱살잡고 캐리함 류준열은 멋있는 역할말고 이런 역할 자주 했으면 ,8
올빼미,끝으로 갈수록 개연성이 없어지긴 하지만 명배우들이 멱살잡고 캐리함 류준열은 멋있는 역할말고 이런 역할 자주 했으면 ,8
그대를 사랑합니다,삶에대해 너무 많은 생각을 하게 되는....,10
아이리시맨,배우들 연기 정말 잘함 몰입감이 엄청나다,8
홀리데이트,더 보면 뭐가 있을줄… 와 뭐하나 크리스마스 로멘틱을 기대했다면 비추 정서가 안맞나 그런가 너무 저급한 영화 시간 낭비 ㅠㅠ 워워,1
낮과 달,"진지한 드라마와 가벼운 코미디 사이에서 갈피를 잡지 못하는 느낌이고, 배우들의 연기는 좋지만 그들의 캐릭터들은 몰입되지 않으며, 다툼 대신 연대를 택한 것은 공감되지 않는다.",5
블로우백,"처음부터 끝까지 모든 것들이 예측 가능한데, 몇몇 부분에선 우스꽝스러워서 전혀 몰입되지 않는다.",4
올빼미,개꿀잼 후회없음 꼭보세요,10
아마겟돈 타임,불합리한 사회와 삶을 특권으로 받아들여야 했던 상황의 씁쓸함과 아이러니함을 잘 느낄 수 있다. 주인공이 느끼는 복잡한 감정과 가족들이 주는 따뜻함과 차가움이 스크린을 넘어 잘 전달된다.,8
"오늘 밤, 세계에서 이 사랑이 사라진다 해도",사랑과 우정 대한 따뜻한 드라마. 영화 음악이 정말 좋다.,10
올빼미,무난히 보기 좋은 사극영화였고 사실에 몇 줄 적힌 내용으로 상상가미해서 만든 내용이라 재밌었습니다.,10
올빼미,연기는 진짜 원탑 엄청난 연기로 몰입감이 엄청납니다 스릴도 있었고 개그도 있었습니다 그러나 문제는 영화가 후반부로 갈 수록 스토리의 개연성이 떨어집니다 마지막 인과응보는 음... 탄산 빠진 사이다입니다 ,7
올빼미,와 이렇게 쫄리면서 보는게 오랜만이네요,10
복수는 나의 것,"아이러니의 연속인 영화. 제목빼고. 복수는 나의 것. 복수를 하는 것도 나의 것, 복수를 당하는 것도 나의 것. 어쨋든 복수는 나의 것.",9
복수는 나의 것,"아이러니의 연속인 영화. 제목빼고. 복수는 나의 것. 복수를 하는 것도 나의 것, 복수를 당하는 것도 나의 것. 어쨋든 복수는 나의 것.",9
원피스 필름 레드,재밌고 볼만해요~~!!,9
탄생,"종교,무거운 주제인줄 알았는데 무겁지않고 감동이 있는 지루함 방지 멘트 가끔 끼워넣은 지루하지않은 영화였어요.눈쌀찌뿌리 않아도  되는 순화어가 좋았습니다.",10
미쓰 홍당무,중간중간 웃기는 장면은 있었으나...억지가 심하고 불편했음그냥 유튜브 쇼츠만 보고 말껄... 괜히 봤음,7
